date,casual,member,total_rides,casual_share,avg_ride_length_mins,avg_casual_ride_length_mins,avg_member_ride_length_mins,temp_max,temp_min,temp_mean,precip_mm,rain_any,rain_1mm,rain_5mm
2025-06-03,782,2917,3699,0.21140848878075155,9.0262675633054,13.157162105711851,7.918842286595818,26.8,11.4,19.3,0.0,0,0,0
2025-06-04,758,2856,3614,0.2097399003873824,8.81206743220808,12.907987686895337,7.724984955648926,29.8,14.6,22.4,0.0,0,0,0
2025-06-05,852,3134,3986,0.21374811841445057,8.80923396889112,13.098250391236308,7.64323460965752,34.9,20.2,27.4,0.0,0,0,0
2025-06-06,1054,2741,3795,0.277733860342556,9.468749508124725,14.393834977862113,7.574900516843002,31.9,21.6,26.9,3.5,1,1,0
2025-06-07,830,1932,2762,0.3005068790731354,9.793807597151822,14.078664216867471,7.953004805037957,26.8,20.3,23.5,3.6,1,1,0
2025-06-08,986,2143,3129,0.31511665068712047,12.365798290188557,20.355331000676134,8.689793039352931,24.2,16.6,19.9,1.7,1,1,0
2025-06-09,482,2317,2799,0.17220435869953554,7.618458467309753,11.658404322268327,6.778038138397353,21.5,15.2,18.1,3.1,1,1,0
2025-06-10,509,2287,2796,0.18204577968526467,8.628549391988555,13.71209155206287,7.49714451246174,25.6,17.1,20.4,17.5,1,1,1
2025-06-11,814,2923,3737,0.21782178217821782,8.89326367407011,12.883599283374283,7.782030972744896,29.0,17.0,23.7,0.0,0,0,0
2025-06-12,903,2977,3880,0.2327319587628866,8.866627684707904,12.40700330380214,7.792741495913112,33.8,19.8,27.0,0.3,1,0,0
2025-06-13,998,2779,3777,0.2642308710616892,8.814317390345071,12.32279619238477,7.554345513973851,29.8,20.2,24.3,0.0,0,0,0
2025-06-14,501,1263,1764,0.28401360544217685,9.184079544595615,11.344791783100465,8.326979915545,21.0,15.9,18.4,5.3,1,1,1
2025-06-15,525,1338,1863,0.28180354267310787,10.02730798890678,14.303915587301587,8.349266890881914,19.6,15.2,17.0,5.4,1,1,1
2025-06-16,539,2422,2961,0.18203309692671396,7.908425250478442,11.647253617810762,7.0763738508120015,20.0,15.8,18.0,3.0,1,1,0
2025-06-17,539,2461,3000,0.17966666666666667,7.964146522222222,11.280479622758195,7.237814323445754,21.3,17.1,19.0,5.2,1,1,1
2025-06-18,779,2709,3488,0.22333715596330275,8.906361439220184,11.258381728712022,8.230014519502891,28.6,18.2,21.9,11.6,1,1,1
2025-06-19,767,2115,2882,0.26613462873004856,8.966095020818877,13.22950823554976,7.4199777935382185,31.4,22.0,25.9,4.7,1,1,0
2025-06-20,986,2506,3492,0.28235967926689576,10.32995220504009,15.849019912102772,8.158443522213354,28.2,18.5,23.9,0.3,1,0,0
2025-06-21,1228,1973,3201,0.3836301155888785,12.620689779235656,17.752210898479916,9.426818550430816,33.2,20.1,26.8,0.0,0,0,0
2025-06-22,867,1687,2554,0.3394675019577134,12.017509755938397,17.293845578623607,9.305842205097807,34.0,24.3,28.9,0.3,1,0,0
2025-06-23,655,2479,3134,0.20899808551372048,8.705318964050202,13.196357226463103,7.518699334409036,40.2,26.5,32.8,0.0,0,0,0
2025-06-24,723,2587,3310,0.21842900302114804,8.279561143001008,11.868975633932688,7.276412060301508,40.4,29.0,34.8,0.0,0,0,0
2025-06-25,828,2790,3618,0.22885572139303484,8.2909931315644,12.017862037037037,7.184954617682198,38.4,28.4,33.5,0.3,1,0,0
2025-06-26,777,2736,3513,0.22117847993168233,8.46532903501281,11.890521793221794,7.4926043372319695,30.6,20.0,26.0,0.3,1,0,0
2025-06-27,830,2662,3492,0.2376861397479954,8.35833787705231,11.395655240963857,7.411315558477336,23.0,17.9,20.2,7.4,1,1,1
